Title,Date,URL,Location
"
            Muddy Bottoms - Mudapalooza 2016
        ","
        Dates: 27 – 30 May, 2016
      ",http://visitwebster.net/Calendar/Details/2016/05/27/muddy-bottoms---mudapalooza-2016,Webster
"
            Muddy Bottoms - Mudapalooza 2016
        ","
        Dates: 27 – 30 May, 2016
      ",http://www.visitwebster.net/calendar/Details/2016/05/27/muddy-bottoms---mudapalooza-2016,Webster
"
            Grilling on Main BBQ Cook Off
        ","
        Dates: 18 – 18 Jun, 2016
      ",http://www.visitwebster.net/calendar/Details/2016/06/04/grilling-on-main-bbq-cook-off,Webster
"
            Minden Charity Classic
        ","
        Dates: 02 – 04 Jun, 2016
      ",http://visitwebster.net/Calendar/Details/2016/06/02/minden-charity-classic,Webster
"
            Muddy Bottoms - Muddin' for the Military 2016
        ","
        Dates: 01 – 04 Jul, 2016
      ",http://www.visitwebster.net/calendar/Details/2016/07/01/muddy-bottoms---muddin'-for-the-military-2016,Webster
"
            4th of July Celebration in Sarepta
        ","
        Dates: 04 – 04 Jul, 2016
      ",http://www.visitwebster.net/calendar/Details/2016/07/04/4th-of-july-celebration-in-sarepta,Webster
"
            4th of July Fireworks on Turner's Pond
        ","
        Dates: 04 – 04 Jul, 2016
      ",http://visitwebster.net/Calendar/Details/2016/07/04/4th-of-july-fireworks-on-turner's-pond,Webster
"
            Springhill Piggly Wiggly Steak Cook-off
        ","
        Dates: 30 – 30 Jul, 2016
      ",http://visitwebster.net/Calendar/Details/2016/07/30/springhill-piggly-wiggly-steak-cook-off,Webster
"
            Springhill PRCA Rodeo & Parade
        ","
        Dates: 04 – 06 Aug, 2016
      ",http://www.visitwebster.net/calendar/Details/2015/07/30/64th-annual-springhill-prca-rodeo,Webster
"
            Froggy Bottom Unity Festival
        ","
        Dates: 02 – 04 Sep, 2016
      ",http://visitwebster.net/Calendar/Details/2016/09/02/froggy-bottom-unity-festival,Webster
"
            Bayou Mudfest
        ","
        Dates: 02 – 05 Sep, 2016
      ",http://visitwebster.net/Calendar/Details/2015/09/04/bayou-mudfest,Webster
"
            Springhill PRCA Rodeo & Parade
        ","
        Dates: 04 – 06 Aug, 2016
      ",http://www.visitwebster.net/calendar/Details/2015/07/30/64th-annual-springhill-prca-rodeo,Webster
"
            Vintage Car Club Shine and Bike Show
        ","
        Dates: 10 – 10 Sep, 2016
      ",http://visitwebster.net/Calendar/Details/2016/09/10/vintage-car-club-shine-and-bike-show,Webster
"
            Main to Main Trade Days
        ","
        Dates: 04 – 05 Nov, 2016
      ",http://www.visitwebster.net/calendar/Details/2015/11/06/main-to-main-trade-days,Webster
"
            Minden Fifth Season Fasching Celebration
        ","
        Dates: 19 – 19 Nov, 2016
      ",http://www.visitwebster.net/calendar/Details/2015/11/21/minden-fifth-season-fasching-celebration,Webster
"","",http://visitwebster.net/Calendar/Details/2016/11/19/louisiana's-holiday-trail-of-lights,Webster
"","",http://visitwebster.net/Calendar/Details/2015/11/21/louisiana's-holiday-trail-of-lights,Webster
"
            Springhill ""Christmas on Main Street""
        ","
        Dates: 26 – 26 Nov, 2016
      ",http://visitwebster.net/Calendar/Details/2016/11/26/springhill-christmas-on-main-street-,Webster
"","",http://www.visitwebster.net/calendar/Details/2015/11/21/louisiana's-holiday-trail-of-lights,Webster
"
            Springhill Main Street presents CandyLand
        ","
        Dates: 26 – 26 Nov, 2016
      ",http://www.visitwebster.net/calendar/Details/2012/11/24/springhill-christmas-parade,Webster
"","",http://visitwebster.net/Calendar/Details/2016/11/19/louisiana's-holiday-trail-of-lights,Webster
"","",http://visitwebster.net/Calendar/Details/2015/11/21/louisiana's-holiday-trail-of-lights,Webster
"
            Sarepta Christmas Festival & Parade
        ","
        Dates: 03 – 03 Dec, 2016
      ",http://www.visitwebster.net/calendar/Details/2013/12/07/sarepta-christmas-festival,Webster
"Artist Talk: BRUCE SMITH Walt Disney, “Tarzan” and “The Princess and the Frog”",July 7 @ 6:00 pm - 8:00 pm,http://heliopolis.la/events/artist-talk-bruce-smith-walt-disney-tarzan-and-the-princess-and-the-frog/,Shreveport/Bossier
"Animation Workshop: BRUCE SMITH Walt Disney, “Tarzan” and “The Princess and the Frog”",July 8 @ 2:00 pm - 4:30 pm,http://heliopolis.la/events/animation-workshop-bruce-smith-walt-disney-tarzan-and-the-princess-and-the-frog/,Shreveport/Bossier
"Spreekiller, Wartrodden, Daggerwound, and Luther Kane Live at Bears!",July 8 @ 10:00 pm - 2:00 am,http://heliopolis.la/events/spreekiller-wartrodden-daggerwound-and-luther-kane-live-at-bears/,Shreveport/Bossier
Family Matinee: How to Train Your Dragon,July 9 @ 12:30 pm,http://heliopolis.la/events/family-matinee-how-to-train-your-dragon/,Shreveport/Bossier
Artist One Stop Class: Media Interviews,July 9 @ 2:00 pm - 4:00 pm,http://heliopolis.la/events/artist-one-stop-class-media-interviews/,Shreveport/Bossier
Super Sober Sunday,July 10 @ 11:00 am - 1:00 pm,http://heliopolis.la/events/super-sober-sunday/,Shreveport/Bossier
The Wall Chargers Concert,July 10 @ 7:00 pm - 10:00 pm,http://heliopolis.la/events/the-wall-chargers-concert/,Shreveport/Bossier
Film Prize Turn-In Party Sponsored by Maccentric,July 12 @ 6:00 pm - 11:59 pm,http://heliopolis.la/events/film-prize-turn-in-party-sponsored-by-maccentric/,Shreveport/Bossier
"Tuesday night ladies nights, karaoke, open mic, and taco Tuesday’s at Bushnookies!",July 12 @ 7:00 pm,http://heliopolis.la/events/tuesday-night-ladies-nights-karaoke-open-mic-and-taco-tuesdays-at-bushnookies/,Shreveport/Bossier
Gypsy,July 13 @ 7:30 pm - July 27 @ 7:30 pm,http://heliopolis.la/events/gypsy/,Shreveport/Bossier
Mommy and Me Yoga,July 14 @ 10:00 am,http://heliopolis.la/events/mommy-and-me-yoga-4/,Shreveport/Bossier
Bot Party at artspace with Arthur Simone,July 14 @ 7:00 pm - 9:00 pm,http://heliopolis.la/events/bot-party-at-artspace-with-arthur-simone/,Shreveport/Bossier
The Great 80s Adventure Weekend,July 15 @ 3:00 pm - July 17 @ 7:30 pm,http://heliopolis.la/events/the-great-80s-adventure-weekend/,Shreveport/Bossier
Chris Tucker Live,July 15 @ 8:00 pm,http://heliopolis.la/events/chris-tucker-live/,Shreveport/Bossier
Stiff Necked Fools Mid Summer Bayou Reggae Jam Down!!,July 15 @ 10:00 pm - 2:00 am,http://heliopolis.la/events/stiff-necked-fools-mid-summer-bayou-reggae-jam-down/,Shreveport/Bossier
Bot Party (All Ages) at artspace,July 16 @ 2:00 pm - 4:00 pm,http://heliopolis.la/events/bot-party-all-ages-at-artspace/,Shreveport/Bossier
Bot Party (Family Fun) at artspace,July 16 @ 2:00 pm - 4:00 pm,http://heliopolis.la/events/bot-party-family-fun-at-artspace/,Shreveport/Bossier
The Great 80s Trivia Dinner & movie,July 16 @ 5:30 pm,http://heliopolis.la/events/the-great-80s-trivia-dinner-movie/,Shreveport/Bossier
All Y’all Live: “I Fought the Law”,July 16 @ 7:30 pm,http://heliopolis.la/events/all-yall-live-i-fought-the-law/,Shreveport/Bossier
Basic Cable LIVE @ Bears,July 16 @ 9:00 pm,http://heliopolis.la/events/basic-cable-live-bears/,Shreveport/Bossier
Murder Mystery Summer Film Camp,July 18 @ 1:00 pm - July 22 @ 5:00 pm,http://heliopolis.la/events/murder-mystery-summer-film-camp/,Shreveport/Bossier
"Silver Screening: The Long, Hot Summer",July 19 @ 10:30 am,http://heliopolis.la/events/silver-screening-the-long-hot-summer/,Shreveport/Bossier
"Ladies night, karaoke, taco Tuesday’s, and open mic @ Bushnookies!",July 19 @ 7:00 pm,http://heliopolis.la/events/ladies-night-karaoke-taco-tuesdays-and-open-mic-bushnookies/,Shreveport/Bossier
"Encore: The Long, Hot Summer",July 20 @ 7:45 pm,http://heliopolis.la/events/encore-the-long-hot-summer/,Shreveport/Bossier
Marvelous Misfits Vaudeville Variety Show-Bossier City!,July 21 @ 8:00 pm - 9:30 pm,http://heliopolis.la/events/marvelous-misfits-vaudeville-variety-show-bossier-city/,Shreveport/Bossier
"The Devil Anse, Rella, Neck Beard Legend",July 22 @ 9:00 pm,http://heliopolis.la/events/the-devil-anse-rella-neck-beard-legend/,Shreveport/Bossier
Moonbot Shorts,July 23 @ 12:30 pm,http://heliopolis.la/events/moonbot-shorts/,Shreveport/Bossier
Paper Moonshiners Concert,July 23 @ 7:00 pm - 10:00 pm,http://heliopolis.la/events/paper-moonshiners-concert/,Shreveport/Bossier
Max Dab’s Summer Blow Out Show at Bear’s Oyster Bar!,July 23 @ 10:00 pm - 2:00 am,http://heliopolis.la/events/max-dabs-summer-blow-out-show-at-bears-oyster-bar/,Shreveport/Bossier
Heels and Reels: Ghost,July 26 @ 5:30 pm,http://heliopolis.la/events/heels-and-reels-ghost/,Shreveport/Bossier
"Pleasures, Bristol Hills, and Ziel Zuster Wednesday Night Jam Right!",July 27 @ 10:00 pm - 2:00 am,http://heliopolis.la/events/pleasures-bristol-hills-and-ziel-zuster-wednesday-night-jam-right/,Shreveport/Bossier
Dancing in the Street,July 30 @ 2:00 pm - 8:00 pm,http://heliopolis.la/events/dancing-in-the-street/,Shreveport/Bossier
Carnival of Madness Tour featuring Shinedown,August 2 @ 6:30 pm,http://heliopolis.la/events/carnival-of-madness-tour-featuring-shinedown/,Shreveport/Bossier
Artist Talk: Ralph Eggleston,August 4 @ 6:00 pm - 8:00 pm,http://heliopolis.la/events/artist-talk-ralph-eggleston/,Shreveport/Bossier
Cut to the Chase: World Premiere,August 4 @ 7:00 pm - 9:00 pm,http://heliopolis.la/events/cut-to-the-chase-world-premiere/,Shreveport/Bossier
Animation Workshop: RALPH EGGLESTON—Pixar Animation Studios,August 5 @ 2:00 pm - 4:30 pm,http://heliopolis.la/events/animation-workshop-ralph-eggleston-pixar-animation-studios/,Shreveport/Bossier
Maks & Val Live On Tour: Our Way,August 5 @ 8:00 pm,http://heliopolis.la/events/maks-val-live-on-tour-our-way/,Shreveport/Bossier
Storing Archivally,August 6 @ 2:00 pm - 4:00 pm,http://heliopolis.la/events/storing-archivally/,Shreveport/Bossier
Cane River Green Market ,07/02/2016 - 8:00am to 12:00pm,http://www.natchitochesla.gov/calendar-node-field-date/,Natchitoches
Celebration on the Cane ,07/04/2016 - 3:00pm,http://www.natchitochesla.gov/calendar-node-field-date/,Natchitoches
Historic District Committee Meeting ,07/04/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/,Natchitoches
Natchitoches Planning & Zoning Meeting ,07/05/2016 - 5:30pm,http://www.natchitochesla.gov/calendar-node-field-date/,Natchitoches
HDC Meeting ,07/06/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/,Natchitoches
Natchitoches Hope for Paws Meeting ,07/07/2016 - 5:30pm,http://www.natchitochesla.gov/calendar-node-field-date/,Natchitoches
LNC Meeting  ,07/08/2016 - 6:00pm,http://www.natchitochesla.gov/calendar-node-field-date/,Natchitoches
Cane River Green Market ,07/09/2016 - 8:00am to 12:00pm,http://www.natchitochesla.gov/calendar-node-field-date/,Natchitoches
City Council Meeting ,07/11/2016 - 5:30pm,http://www.natchitochesla.gov/calendar-node-field-date/,Natchitoches
Sons of Confederate Veterans ,07/12/2016 - 7:00pm,http://www.natchitochesla.gov/calendar-node-field-date/,Natchitoches
Master Gardeners Meeting ,07/13/2016 - 9:00am to 1:00pm,http://www.natchitochesla.gov/calendar-node-field-date/,Natchitoches
Cane River Green Market ,07/16/2016 - 8:00am to 12:00pm,http://www.natchitochesla.gov/calendar-node-field-date/,Natchitoches
Airport Commission Meeting ,07/18/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/,Natchitoches
4-H Junior Leaders Meeting ,07/18/2016 - 6:00pm,http://www.natchitochesla.gov/calendar-node-field-date/,Natchitoches
Bike Natchitoches Meeting ,07/19/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/,Natchitoches
Cane River Photographic Society Meeting ,07/20/2016 - 6:00pm,http://www.natchitochesla.gov/calendar-node-field-date/,Natchitoches
Historic District Development Committee Meeting ,07/21/2016 - 10:00am,http://www.natchitochesla.gov/calendar-node-field-date/,Natchitoches
Cane River Green Market ,07/23/2016 - 8:00am to 12:00pm,http://www.natchitochesla.gov/calendar-node-field-date/,Natchitoches
Krewe of Excellence Meeting ,07/24/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/,Natchitoches
City Council Meeting ,07/25/2016 - 5:30pm,http://www.natchitochesla.gov/calendar-node-field-date/,Natchitoches
Genealogical Society Meeting ,07/26/2016 - 7:00pm,http://www.natchitochesla.gov/calendar-node-field-date/,Natchitoches
Natchitoches Humane Society Meeting ,07/28/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/,Natchitoches
Cane River Green Market ,07/30/2016 - 8:00am to 12:00pm,http://www.natchitochesla.gov/calendar-node-field-date/,Natchitoches
Cane River Green Market ,07/02/2016 - 8:00am to 12:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-7,Natchitoches
Celebration on the Cane ,07/04/2016 - 3:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-7,Natchitoches
Historic District Committee Meeting ,07/04/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-7,Natchitoches
Natchitoches Planning & Zoning Meeting ,07/05/2016 - 5:30pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-7,Natchitoches
HDC Meeting ,07/06/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-7,Natchitoches
Natchitoches Hope for Paws Meeting ,07/07/2016 - 5:30pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-7,Natchitoches
LNC Meeting  ,07/08/2016 - 6:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-7,Natchitoches
Cane River Green Market ,07/09/2016 - 8:00am to 12:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-7,Natchitoches
City Council Meeting ,07/11/2016 - 5:30pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-7,Natchitoches
Sons of Confederate Veterans ,07/12/2016 - 7:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-7,Natchitoches
Master Gardeners Meeting ,07/13/2016 - 9:00am to 1:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-7,Natchitoches
Cane River Green Market ,07/16/2016 - 8:00am to 12:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-7,Natchitoches
Airport Commission Meeting ,07/18/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-7,Natchitoches
4-H Junior Leaders Meeting ,07/18/2016 - 6:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-7,Natchitoches
Bike Natchitoches Meeting ,07/19/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-7,Natchitoches
Cane River Photographic Society Meeting ,07/20/2016 - 6:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-7,Natchitoches
Historic District Development Committee Meeting ,07/21/2016 - 10:00am,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-7,Natchitoches
Cane River Green Market ,07/23/2016 - 8:00am to 12:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-7,Natchitoches
Krewe of Excellence Meeting ,07/24/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-7,Natchitoches
City Council Meeting ,07/25/2016 - 5:30pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-7,Natchitoches
Genealogical Society Meeting ,07/26/2016 - 7:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-7,Natchitoches
Natchitoches Humane Society Meeting ,07/28/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-7,Natchitoches
Cane River Green Market ,07/30/2016 - 8:00am to 12:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-7,Natchitoches
Historic District Committee Meeting ,08/01/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-8,Natchitoches
Natchitoches Planning & Zoning Meeting ,08/02/2016 - 5:30pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-8,Natchitoches
Natchitoches Hope for Paws Meeting ,08/04/2016 - 5:30pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-8,Natchitoches
City Council Meeting ,08/08/2016 - 5:30pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-8,Natchitoches
Sons of Confederate Veterans ,08/09/2016 - 7:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-8,Natchitoches
Master Gardeners Meeting ,08/10/2016 - 9:00am to 1:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-8,Natchitoches
Airport Commission Meeting ,08/15/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-8,Natchitoches
4-H Junior Leaders Meeting ,08/15/2016 - 6:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-8,Natchitoches
Bike Natchitoches Meeting ,08/16/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-8,Natchitoches
Cane River Photographic Society Meeting ,08/17/2016 - 6:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-8,Natchitoches
Historic District Development Committee Meeting ,08/18/2016 - 10:00am,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-8,Natchitoches
City Council Meeting ,08/22/2016 - 5:30pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-8,Natchitoches
Genealogical Society Meeting ,08/23/2016 - 7:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-8,Natchitoches
Natchitoches Humane Society Meeting ,08/25/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-8,Natchitoches
Krewe of Excellence Meeting ,08/28/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-8,Natchitoches
Cane River Zydeco Festival ,09/02/2016 - 6:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-9,Natchitoches
Cane River Zydeco Festival ,09/03/2016 - 9:00am,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-9,Natchitoches
Historic District Committee Meeting ,09/05/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-9,Natchitoches
Historic District Committee Meeting ,09/05/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-9,Natchitoches
Natchitoches Planning & Zoning Meeting ,09/06/2016 - 5:30pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-9,Natchitoches
HDC Meeting ,09/07/2016 - 5:00am,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-9,Natchitoches
Master Gardeners Meeting ,09/07/2016 - 9:00am to 1:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-9,Natchitoches
Natchitoches Hope for Paws Meeting ,09/08/2016 - 5:30pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-9,Natchitoches
City Council Meeting ,09/12/2016 - 5:30pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-9,Natchitoches
Sons of Confederate Veterans ,09/13/2016 - 7:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-9,Natchitoches
Master Gardeners Meeting ,09/14/2016 - 9:00am to 1:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-9,Natchitoches
Historic District Development Committee Meeting ,09/15/2016 - 10:00am,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-9,Natchitoches
Airport Commission Meeting ,09/19/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-9,Natchitoches
4-H Junior Leaders Meeting ,09/19/2016 - 6:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-9,Natchitoches
Bike Natchitoches Meeting ,09/20/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-9,Natchitoches
Cane River Photographic Society Meeting ,09/21/2016 - 6:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-9,Natchitoches
Natchitoches Humane Society Meeting ,09/22/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-9,Natchitoches
Krewe of Excellence Meeting ,09/25/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-9,Natchitoches
City Council Meeting ,09/26/2016 - 5:30pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-9,Natchitoches
Genealogical Society Meeting ,09/27/2016 - 7:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-9,Natchitoches
Historic District Committee Meeting ,10/03/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-10,Natchitoches
Natchitoches Planning & Zoning Meeting ,10/04/2016 - 5:30pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-10,Natchitoches
Natchitoches Hope for Paws Meeting ,10/06/2016 - 5:30pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-10,Natchitoches
Cane River Green Market ,10/08/2016 - 8:00am to 12:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-10,Natchitoches
City Council Meeting ,10/10/2016 - 5:30pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-10,Natchitoches
Sons of Confederate Veterans ,10/11/2016 - 7:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-10,Natchitoches
Master Gardeners Meeting ,10/12/2016 - 9:00am to 1:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-10,Natchitoches
